line	rxn	mol	mol_id	con_rxn	old_a	new_a
1191	elongate_3	ribosome	12	terminate	0.00000000e+00	1.00000000e+00
1192	elongate_1	ribosome	73	elongate_1	1.00000000e+00	0.00000000e+00
1192	elongate_1	ribosome	73	elongate_2	1.00000000e+00	2.00000000e+00
1193	elongate_3	ribosome	27	elongate_3	2.00000000e+00	1.00000000e+00
1193	elongate_3	ribosome	27	terminate	1.00000000e+00	2.00000000e+00
1195	terminate	ribosome	12	terminate	2.00000000e+00	1.00000000e+00
1196	elongate_2	ribosome	81	elongate_2	2.00000000e+00	1.00000000e+00
1196	elongate_2	ribosome	81	elongate_3	1.00000000e+00	2.00000000e+00
1197	elongate_3	ribosome	81	elongate_3	2.00000000e+00	1.00000000e+00
1197	elongate_3	ribosome	81	terminate	1.00000000e+00	2.00000000e+00
1198	terminate	ribosome	81	terminate	2.00000000e+00	1.00000000e+00
1199	initiate	ribosome	33	elongate_1	0.00000000e+00	1.00000000e+00
1200	elongate_2	ribosome	73	elongate_2	1.00000000e+00	0.00000000e+00
1200	elongate_2	ribosome	73	elongate_3	1.00000000e+00	2.00000000e+00
1201	initiate	ribosome	28	elongate_1	1.00000000e+00	2.00000000e+00
1202	terminate	ribosome	27	terminate	1.00000000e+00	0.00000000e+00
1203	elongate_1	ribosome	28	elongate_1	2.00000000e+00	1.00000000e+00
1203	elongate_1	ribosome	28	elongate_2	0.00000000e+00	1.00000000e+00
1204	elongate_2	ribosome	28	elongate_2	1.00000000e+00	0.00000000e+00
1204	elongate_2	ribosome	28	elongate_3	2.00000000e+00	3.00000000e+00
1205	initiate	ribosome	22	elongate_1	1.00000000e+00	2.00000000e+00
1206	elongate_3	ribosome	28	elongate_3	3.00000000e+00	2.00000000e+00
1206	elongate_3	ribosome	28	terminate	0.00000000e+00	1.00000000e+00
1207	elongate_3	ribosome	73	elongate_3	2.00000000e+00	1.00000000e+00
1207	elongate_3	ribosome	73	terminate	1.00000000e+00	2.00000000e+00
1208	initiate	ribosome	9	elongate_1	2.00000000e+00	3.00000000e+00
1209	initiate	ribosome	91	elongate_1	3.00000000e+00	4.00000000e+00
1210	initiate	ribosome	67	elongate_1	4.00000000e+00	5.00000000e+00
1211	initiate	ribosome	41	elongate_1	5.00000000e+00	6.00000000e+00
1212	elongate_1	ribosome	91	elongate_1	6.00000000e+00	5.00000000e+00
1212	elongate_1	ribosome	91	elongate_2	0.00000000e+00	1.00000000e+00
1213	terminate	ribosome	28	terminate	2.00000000e+00	1.00000000e+00
1214	elongate_1	ribosome	22	elongate_1	5.00000000e+00	4.00000000e+00
1214	elongate_1	ribosome	22	elongate_2	1.00000000e+00	2.00000000e+00
1215	elongate_2	ribosome	22	elongate_2	2.00000000e+00	1.00000000e+00
1215	elongate_2	ribosome	22	elongate_3	1.00000000e+00	2.00000000e+00
1216	elongate_2	ribosome	91	elongate_2	1.00000000e+00	0.00000000e+00
1216	elongate_2	ribosome	91	elongate_3	2.00000000e+00	3.00000000e+00
1217	elongate_3	ribosome	91	elongate_3	3.00000000e+00	2.00000000e+00
1217	elongate_3	ribosome	91	terminate	1.00000000e+00	2.00000000e+00
1218	elongate_1	ribosome	9	elongate_1	4.00000000e+00	3.00000000e+00
1218	elongate_1	ribosome	9	elongate_2	0.00000000e+00	1.00000000e+00
1219	terminate	ribosome	91	terminate	2.00000000e+00	1.00000000e+00
1220	elongate_3	ribosome	22	elongate_3	2.00000000e+00	1.00000000e+00
1220	elongate_3	ribosome	22	terminate	1.00000000e+00	2.00000000e+00
1221	elongate_1	ribosome	41	elongate_1	3.00000000e+00	2.00000000e+00
1221	elongate_1	ribosome	41	elongate_2	1.00000000e+00	2.00000000e+00
1222	elongate_2	ribosome	41	elongate_2	2.00000000e+00	1.00000000e+00
1222	elongate_2	ribosome	41	elongate_3	1.00000000e+00	2.00000000e+00
1223	initiate	ribosome	5	elongate_1	2.00000000e+00	3.00000000e+00
1224	terminate	ribosome	22	terminate	2.00000000e+00	1.00000000e+00
1225	elongate_1	ribosome	33	elongate_1	3.00000000e+00	2.00000000e+00
1225	elongate_1	ribosome	33	elongate_2	1.00000000e+00	2.00000000e+00
1226	elongate_3	ribosome	64	elongate_3	2.00000000e+00	1.00000000e+00
1226	elongate_3	ribosome	64	terminate	1.00000000e+00	2.00000000e+00
1226	elongate_3	ribosome	17	elongate_2	2.00000000e+00	3.00000000e+00
1227	terminate	ribosome	64	terminate	2.00000000e+00	1.00000000e+00
1228	elongate_3	ribosome	41	elongate_3	1.00000000e+00	0.00000000e+00
1228	elongate_3	ribosome	41	terminate	1.00000000e+00	2.00000000e+00
1229	terminate	ribosome	73	terminate	2.00000000e+00	1.00000000e+00
1230	elongate_1	ribosome	5	elongate_1	2.00000000e+00	1.00000000e+00
1230	elongate_1	ribosome	5	elongate_2	3.00000000e+00	4.00000000e+00
1232	elongate_2	ribosome	33	elongate_2	4.00000000e+00	3.00000000e+00
1232	elongate_2	ribosome	33	elongate_3	0.00000000e+00	1.00000000e+00
1233	initiate	ribosome	7	elongate_1	1.00000000e+00	2.00000000e+00
1234	elongate_2	ribosome	9	elongate_2	3.00000000e+00	2.00000000e+00
1234	elongate_2	ribosome	9	elongate_3	1.00000000e+00	2.00000000e+00
1235	terminate	ribosome	41	terminate	1.00000000e+00	0.00000000e+00
1236	initiate	ribosome	10	elongate_1	2.00000000e+00	3.00000000e+00
1237	elongate_1	ribosome	10	elongate_1	3.00000000e+00	2.00000000e+00
1237	elongate_1	ribosome	10	elongate_2	2.00000000e+00	3.00000000e+00
1238	elongate_1	ribosome	67	elongate_1	2.00000000e+00	1.00000000e+00
1238	elongate_1	ribosome	67	elongate_2	3.00000000e+00	4.00000000e+00
1239	elongate_2	ribosome	67	elongate_2	4.00000000e+00	3.00000000e+00
1239	elongate_2	ribosome	67	elongate_3	2.00000000e+00	3.00000000e+00
1240	elongate_2	ribosome	17	elongate_2	3.00000000e+00	2.00000000e+00
1240	elongate_2	ribosome	17	elongate_3	3.00000000e+00	4.00000000e+00
1241	elongate_3	ribosome	17	elongate_3	4.00000000e+00	3.00000000e+00
1241	elongate_3	ribosome	17	terminate	0.00000000e+00	1.00000000e+00
1242	elongate_2	ribosome	10	elongate_2	2.00000000e+00	1.00000000e+00
1242	elongate_2	ribosome	10	elongate_3	3.00000000e+00	4.00000000e+00
1243	initiate	ribosome	40	elongate_1	1.00000000e+00	2.00000000e+00
1244	elongate_3	ribosome	9	elongate_3	4.00000000e+00	3.00000000e+00
1244	elongate_3	ribosome	9	terminate	1.00000000e+00	2.00000000e+00
1245	elongate_2	ribosome	5	elongate_2	1.00000000e+00	0.00000000e+00
1245	elongate_2	ribosome	5	elongate_3	3.00000000e+00	4.00000000e+00
1246	terminate	ribosome	9	terminate	2.00000000e+00	1.00000000e+00
1247	initiate	ribosome	14	elongate_1	2.00000000e+00	3.00000000e+00
1248	elongate_3	ribosome	67	elongate_3	4.00000000e+00	3.00000000e+00
1248	elongate_3	ribosome	67	terminate	1.00000000e+00	2.00000000e+00
1249	elongate_1	ribosome	7	elongate_1	3.00000000e+00	2.00000000e+00
1249	elongate_1	ribosome	7	elongate_2	0.00000000e+00	1.00000000e+00
1250	elongate_2	ribosome	7	elongate_2	1.00000000e+00	0.00000000e+00
1250	elongate_2	ribosome	7	elongate_3	3.00000000e+00	4.00000000e+00
1251	elongate_1	ribosome	14	elongate_1	2.00000000e+00	1.00000000e+00
1251	elongate_1	ribosome	14	elongate_2	0.00000000e+00	1.00000000e+00
1252	elongate_3	ribosome	10	elongate_3	4.00000000e+00	3.00000000e+00
1252	elongate_3	ribosome	10	terminate	2.00000000e+00	3.00000000e+00
1253	elongate_2	ribosome	14	elongate_2	1.00000000e+00	0.00000000e+00
1253	elongate_2	ribosome	14	elongate_3	3.00000000e+00	4.00000000e+00
1254	elongate_3	ribosome	7	elongate_3	4.00000000e+00	3.00000000e+00
1254	elongate_3	ribosome	7	terminate	3.00000000e+00	4.00000000e+00
1255	elongate_1	ribosome	40	elongate_1	1.00000000e+00	0.00000000e+00
1256	elongate_3	ribosome	33	elongate_3	3.00000000e+00	2.00000000e+00
1256	elongate_3	ribosome	33	terminate	4.00000000e+00	5.00000000e+00
1256	elongate_3	ribosome	40	elongate_2	0.00000000e+00	1.00000000e+00
1257	terminate	ribosome	67	terminate	5.00000000e+00	4.00000000e+00
1258	elongate_2	ribosome	40	elongate_2	1.00000000e+00	0.00000000e+00
1259	initiate	ribosome	47	elongate_1	0.00000000e+00	1.00000000e+00
1260	terminate	ribosome	10	terminate	4.00000000e+00	3.00000000e+00
1261	terminate	ribosome	7	terminate	3.00000000e+00	2.00000000e+00
1262	terminate	ribosome	33	terminate	2.00000000e+00	1.00000000e+00
1262	terminate	ribosome	40	elongate_3	2.00000000e+00	3.00000000e+00
1263	initiate	ribosome	32	elongate_1	1.00000000e+00	2.00000000e+00
1264	elongate_1	ribosome	32	elongate_1	2.00000000e+00	1.00000000e+00
1264	elongate_1	ribosome	32	elongate_2	0.00000000e+00	1.00000000e+00
1265	elongate_3	ribosome	40	elongate_3	3.00000000e+00	2.00000000e+00
1265	elongate_3	ribosome	40	terminate	1.00000000e+00	2.00000000e+00
1266	elongate_2	ribosome	32	elongate_2	1.00000000e+00	0.00000000e+00
1266	elongate_2	ribosome	32	elongate_3	2.00000000e+00	3.00000000e+00
1267	elongate_3	ribosome	5	elongate_3	3.00000000e+00	2.00000000e+00
1267	elongate_3	ribosome	5	terminate	2.00000000e+00	3.00000000e+00
1268	initiate	ribosome	92	elongate_1	1.00000000e+00	2.00000000e+00
1269	terminate	ribosome	5	terminate	3.00000000e+00	2.00000000e+00
1270	elongate_3	ribosome	32	elongate_3	2.00000000e+00	1.00000000e+00
1270	elongate_3	ribosome	32	terminate	2.00000000e+00	3.00000000e+00
1271	elongate_1	ribosome	47	elongate_1	2.00000000e+00	1.00000000e+00
1271	elongate_1	ribosome	47	elongate_2	0.00000000e+00	1.00000000e+00
1272	initiate	ribosome	64	elongate_1	1.00000000e+00	2.00000000e+00
1273	elongate_2	ribosome	47	elongate_2	1.00000000e+00	0.00000000e+00
1273	elongate_2	ribosome	47	elongate_3	1.00000000e+00	2.00000000e+00
1274	initiate	ribosome	93	elongate_1	2.00000000e+00	3.00000000e+00
1275	elongate_1	ribosome	93	elongate_1	3.00000000e+00	2.00000000e+00
1275	elongate_1	ribosome	93	elongate_2	0.00000000e+00	1.00000000e+00
1276	elongate_1	ribosome	64	elongate_1	2.00000000e+00	1.00000000e+00
1276	elongate_1	ribosome	64	elongate_2	1.00000000e+00	2.00000000e+00
1277	elongate_2	ribosome	64	elongate_2	2.00000000e+00	1.00000000e+00
1277	elongate_2	ribosome	64	elongate_3	2.00000000e+00	3.00000000e+00
1278	elongate_1	ribosome	92	elongate_1	1.00000000e+00	0.00000000e+00
1278	elongate_1	ribosome	92	elongate_2	1.00000000e+00	2.00000000e+00
1280	elongate_3	ribosome	47	elongate_3	3.00000000e+00	2.00000000e+00
1280	elongate_3	ribosome	47	terminate	3.00000000e+00	4.00000000e+00
1281	elongate_2	ribosome	92	elongate_2	2.00000000e+00	1.00000000e+00
1281	elongate_2	ribosome	92	elongate_3	2.00000000e+00	3.00000000e+00
1282	initiate	ribosome	18	elongate_1	0.00000000e+00	1.00000000e+00
1283	elongate_2	ribosome	93	elongate_2	1.00000000e+00	0.00000000e+00
1283	elongate_2	ribosome	93	elongate_3	3.00000000e+00	4.00000000e+00
1283	elongate_2	ribosome	81	elongate_1	1.00000000e+00	2.00000000e+00
1284	elongate_1	ribosome	18	elongate_1	2.00000000e+00	1.00000000e+00
1285	elongate_3	ribosome	93	elongate_3	4.00000000e+00	3.00000000e+00
1285	elongate_3	ribosome	93	terminate	4.00000000e+00	5.00000000e+00
1287	elongate_3	ribosome	14	elongate_3	3.00000000e+00	2.00000000e+00
1287	elongate_3	ribosome	14	terminate	5.00000000e+00	6.00000000e+00
1287	elongate_3	ribosome	18	elongate_2	0.00000000e+00	1.00000000e+00
1288	elongate_3	ribosome	64	elongate_3	2.00000000e+00	1.00000000e+00
1288	elongate_3	ribosome	64	terminate	6.00000000e+00	7.00000000e+00
1289	initiate	ribosome	87	elongate_1	1.00000000e+00	2.00000000e+00
1290	elongate_2	ribosome	18	elongate_2	1.00000000e+00	0.00000000e+00
1291	terminate	ribosome	14	terminate	7.00000000e+00	6.00000000e+00
1291	terminate	ribosome	18	elongate_3	1.00000000e+00	2.00000000e+00
1292	terminate	ribosome	93	terminate	6.00000000e+00	5.00000000e+00
1293	terminate	ribosome	64	terminate	5.00000000e+00	4.00000000e+00
1294	terminate	ribosome	32	terminate	4.00000000e+00	3.00000000e+00
1295	elongate_1	ribosome	81	elongate_1	2.00000000e+00	1.00000000e+00
1295	elongate_1	ribosome	81	elongate_2	0.00000000e+00	1.00000000e+00
1296	terminate	ribosome	40	terminate	3.00000000e+00	2.00000000e+00
1297	terminate	ribosome	17	terminate	2.00000000e+00	1.00000000e+00
1298	elongate_1	ribosome	87	elongate_1	1.00000000e+00	0.00000000e+00
1298	elongate_1	ribosome	87	elongate_2	1.00000000e+00	2.00000000e+00
1299	elongate_3	ribosome	92	elongate_3	2.00000000e+00	1.00000000e+00
1299	elongate_3	ribosome	92	terminate	1.00000000e+00	2.00000000e+00
1300	elongate_2	ribosome	81	elongate_2	2.00000000e+00	1.00000000e+00
1300	elongate_2	ribosome	81	elongate_3	1.00000000e+00	2.00000000e+00
1301	terminate	ribosome	47	terminate	2.00000000e+00	1.00000000e+00
1302	elongate_2	ribosome	87	elongate_2	1.00000000e+00	0.00000000e+00
1302	elongate_2	ribosome	87	elongate_3	2.00000000e+00	3.00000000e+00
1303	elongate_3	ribosome	81	elongate_3	3.00000000e+00	2.00000000e+00
1303	elongate_3	ribosome	81	terminate	1.00000000e+00	2.00000000e+00
1304	terminate	ribosome	92	terminate	2.00000000e+00	1.00000000e+00
1305	terminate	ribosome	81	terminate	1.00000000e+00	0.00000000e+00
1306	elongate_3	ribosome	18	elongate_3	2.00000000e+00	1.00000000e+00
1306	elongate_3	ribosome	18	terminate	0.00000000e+00	1.00000000e+00
1307	initiate	ribosome	63	elongate_1	0.00000000e+00	1.00000000e+00
1308	elongate_1	ribosome	63	elongate_1	1.00000000e+00	0.00000000e+00
1308	elongate_1	ribosome	63	elongate_2	0.00000000e+00	1.00000000e+00
1309	terminate	ribosome	18	terminate	1.00000000e+00	0.00000000e+00
1310	elongate_2	ribosome	63	elongate_2	1.00000000e+00	0.00000000e+00
1310	elongate_2	ribosome	63	elongate_3	1.00000000e+00	2.00000000e+00
1311	initiate	ribosome	59	elongate_1	0.00000000e+00	1.00000000e+00
1313	elongate_3	ribosome	63	elongate_3	2.00000000e+00	1.00000000e+00
1313	elongate_3	ribosome	63	terminate	0.00000000e+00	1.00000000e+00
1314	elongate_1	ribosome	59	elongate_1	1.00000000e+00	0.00000000e+00
1314	elongate_1	ribosome	59	elongate_2	0.00000000e+00	1.00000000e+00
1315	initiate	ribosome	80	elongate_1	0.00000000e+00	1.00000000e+00
1316	elongate_1	ribosome	80	elongate_1	1.00000000e+00	0.00000000e+00
1316	elongate_1	ribosome	80	elongate_2	1.00000000e+00	2.00000000e+00
1317	elongate_3	ribosome	87	elongate_3	1.00000000e+00	0.00000000e+00
1317	elongate_3	ribosome	87	terminate	1.00000000e+00	2.00000000e+00
1318	terminate	ribosome	63	terminate	2.00000000e+00	1.00000000e+00
1319	elongate_2	ribosome	80	elongate_2	2.00000000e+00	1.00000000e+00
1319	elongate_2	ribosome	80	elongate_3	0.00000000e+00	1.00000000e+00
1320	terminate	ribosome	87	terminate	1.00000000e+00	0.00000000e+00
1321	elongate_2	ribosome	59	elongate_2	1.00000000e+00	0.00000000e+00
1321	elongate_2	ribosome	59	elongate_3	1.00000000e+00	2.00000000e+00
1322	elongate_3	ribosome	59	elongate_3	2.00000000e+00	1.00000000e+00
1322	elongate_3	ribosome	59	terminate	0.00000000e+00	1.00000000e+00
1323	terminate	ribosome	59	terminate	1.00000000e+00	0.00000000e+00
1324	initiate	ribosome	98	elongate_1	0.00000000e+00	1.00000000e+00
1325	elongate_3	ribosome	80	elongate_3	1.00000000e+00	0.00000000e+00
1325	elongate_3	ribosome	80	terminate	0.00000000e+00	1.00000000e+00
1326	terminate	ribosome	80	terminate	1.00000000e+00	0.00000000e+00
1327	initiate	ribosome	44	elongate_1	1.00000000e+00	2.00000000e+00
1328	elongate_1	ribosome	98	elongate_1	2.00000000e+00	1.00000000e+00
1328	elongate_1	ribosome	98	elongate_2	0.00000000e+00	1.00000000e+00
1330	elongate_1	ribosome	44	elongate_1	1.00000000e+00	0.00000000e+00
1330	elongate_1	ribosome	44	elongate_2	1.00000000e+00	2.00000000e+00
1331	elongate_2	ribosome	44	elongate_2	2.00000000e+00	1.00000000e+00
1331	elongate_2	ribosome	44	elongate_3	0.00000000e+00	1.00000000e+00
1332	initiate	ribosome	51	elongate_1	0.00000000e+00	1.00000000e+00
1333	initiate	ribosome	33	elongate_1	1.00000000e+00	2.00000000e+00
1334	elongate_1	ribosome	51	elongate_1	2.00000000e+00	1.00000000e+00
1334	elongate_1	ribosome	51	elongate_2	1.00000000e+00	2.00000000e+00
1335	elongate_2	ribosome	98	elongate_2	2.00000000e+00	1.00000000e+00
1335	elongate_2	ribosome	98	elongate_3	1.00000000e+00	2.00000000e+00
1337	elongate_3	ribosome	44	elongate_3	2.00000000e+00	1.00000000e+00
1337	elongate_3	ribosome	44	terminate	0.00000000e+00	1.00000000e+00
1338	elongate_3	ribosome	98	elongate_3	1.00000000e+00	0.00000000e+00
1338	elongate_3	ribosome	98	terminate	1.00000000e+00	2.00000000e+00
1339	elongate_2	ribosome	51	elongate_2	1.00000000e+00	0.00000000e+00
1339	elongate_2	ribosome	51	elongate_3	0.00000000e+00	1.00000000e+00
1340	elongate_1	ribosome	33	elongate_1	1.00000000e+00	0.00000000e+00
1340	elongate_1	ribosome	33	elongate_2	0.00000000e+00	1.00000000e+00
1341	terminate	ribosome	44	terminate	2.00000000e+00	1.00000000e+00
1342	initiate	ribosome	50	elongate_1	0.00000000e+00	1.00000000e+00
1343	elongate_1	ribosome	50	elongate_1	1.00000000e+00	0.00000000e+00
1343	elongate_1	ribosome	50	elongate_2	1.00000000e+00	2.00000000e+00
1344	elongate_2	ribosome	33	elongate_2	2.00000000e+00	1.00000000e+00
1344	elongate_2	ribosome	33	elongate_3	1.00000000e+00	2.00000000e+00
1345	elongate_3	ribosome	51	elongate_3	2.00000000e+00	1.00000000e+00
1345	elongate_3	ribosome	51	terminate	1.00000000e+00	2.00000000e+00
1346	terminate	ribosome	51	terminate	2.00000000e+00	1.00000000e+00
1347	initiate	ribosome	34	elongate_1	0.00000000e+00	1.00000000e+00
1348	elongate_3	ribosome	33	elongate_3	1.00000000e+00	0.00000000e+00
1348	elongate_3	ribosome	33	terminate	1.00000000e+00	2.00000000e+00
1349	elongate_1	ribosome	34	elongate_1	1.00000000e+00	0.00000000e+00
1349	elongate_1	ribosome	34	elongate_2	1.00000000e+00	2.00000000e+00
1350	elongate_2	ribosome	34	elongate_2	2.00000000e+00	1.00000000e+00
1350	elongate_2	ribosome	34	elongate_3	0.00000000e+00	1.00000000e+00
1351	elongate_2	ribosome	50	elongate_2	1.00000000e+00	0.00000000e+00
1351	elongate_2	ribosome	50	elongate_3	1.00000000e+00	2.00000000e+00
1352	terminate	ribosome	98	terminate	2.00000000e+00	1.00000000e+00
1353	initiate	ribosome	49	elongate_1	0.00000000e+00	1.00000000e+00
1355	elongate_3	ribosome	34	elongate_3	2.00000000e+00	1.00000000e+00
1355	elongate_3	ribosome	34	terminate	1.00000000e+00	2.00000000e+00
1356	initiate	ribosome	52	elongate_1	1.00000000e+00	2.00000000e+00
1357	initiate	ribosome	38	elongate_1	2.00000000e+00	3.00000000e+00
1358	elongate_1	ribosome	38	elongate_1	3.00000000e+00	2.00000000e+00
1358	elongate_1	ribosome	38	elongate_2	0.00000000e+00	1.00000000e+00
1359	terminate	ribosome	33	terminate	2.00000000e+00	1.00000000e+00
1360	elongate_2	ribosome	38	elongate_2	1.00000000e+00	0.00000000e+00
1360	elongate_2	ribosome	38	elongate_3	1.00000000e+00	2.00000000e+00
1362	initiate	ribosome	100	elongate_1	2.00000000e+00	3.00000000e+00
1363	elongate_3	ribosome	50	elongate_3	2.00000000e+00	1.00000000e+00
1363	elongate_3	ribosome	50	terminate	1.00000000e+00	2.00000000e+00
1364	initiate	ribosome	22	elongate_1	3.00000000e+00	4.00000000e+00
1365	elongate_1	ribosome	22	elongate_1	4.00000000e+00	3.00000000e+00
1365	elongate_1	ribosome	22	elongate_2	0.00000000e+00	1.00000000e+00
1366	terminate	ribosome	34	terminate	2.00000000e+00	1.00000000e+00
1367	elongate_1	ribosome	49	elongate_1	3.00000000e+00	2.00000000e+00
1367	elongate_1	ribosome	49	elongate_2	1.00000000e+00	2.00000000e+00
1368	elongate_3	ribosome	38	elongate_3	1.00000000e+00	0.00000000e+00
1368	elongate_3	ribosome	38	terminate	1.00000000e+00	2.00000000e+00
1369	terminate	ribosome	50	terminate	2.00000000e+00	1.00000000e+00
1370	elongate_2	ribosome	22	elongate_2	2.00000000e+00	1.00000000e+00
1370	elongate_2	ribosome	22	elongate_3	0.00000000e+00	1.00000000e+00
1371	elongate_1	ribosome	52	elongate_1	2.00000000e+00	1.00000000e+00
1371	elongate_1	ribosome	52	elongate_2	1.00000000e+00	2.00000000e+00
1372	terminate	ribosome	38	terminate	1.00000000e+00	0.00000000e+00
1373	elongate_2	ribosome	52	elongate_2	2.00000000e+00	1.00000000e+00
1373	elongate_2	ribosome	52	elongate_3	1.00000000e+00	2.00000000e+00
1374	elongate_3	ribosome	22	elongate_3	2.00000000e+00	1.00000000e+00
1374	elongate_3	ribosome	22	terminate	0.00000000e+00	1.00000000e+00
1375	elongate_2	ribosome	49	elongate_2	1.00000000e+00	0.00000000e+00
1375	elongate_2	ribosome	49	elongate_3	1.00000000e+00	2.00000000e+00
1376	terminate	ribosome	22	terminate	1.00000000e+00	0.00000000e+00
1377	elongate_3	ribosome	52	elongate_3	2.00000000e+00	1.00000000e+00
1377	elongate_3	ribosome	52	terminate	0.00000000e+00	1.00000000e+00
1378	elongate_3	ribosome	49	elongate_3	1.00000000e+00	0.00000000e+00
1378	elongate_3	ribosome	49	terminate	1.00000000e+00	2.00000000e+00
1379	elongate_1	ribosome	100	elongate_1	1.00000000e+00	0.00000000e+00
1379	elongate_1	ribosome	100	elongate_2	0.00000000e+00	1.00000000e+00
1380	initiate	ribosome	46	elongate_1	0.00000000e+00	1.00000000e+00
1381	terminate	ribosome	52	terminate	2.00000000e+00	1.00000000e+00
1382	terminate	ribosome	49	terminate	1.00000000e+00	0.00000000e+00
1383	elongate_1	ribosome	46	elongate_1	1.00000000e+00	0.00000000e+00
1383	elongate_1	ribosome	46	elongate_2	1.00000000e+00	2.00000000e+00
1384	elongate_2	ribosome	46	elongate_2	2.00000000e+00	1.00000000e+00
1384	elongate_2	ribosome	46	elongate_3	0.00000000e+00	1.00000000e+00
1385	initiate	ribosome	74	elongate_1	0.00000000e+00	1.00000000e+00
1386	elongate_1	ribosome	74	elongate_1	1.00000000e+00	0.00000000e+00
